# ik  ibnd  E(eV)  inv_tau_SERTA(Ry)  inv_tau_MRTA(Ry)  tau_SERTA(fs)  tau_MRTA(fs)
   61686   2   -4.193882    8.259046E-03    7.629872E-03    5.857820E+00    6.340866E+00
   61687   2   -4.204773    8.088582E-03    7.556910E-03    5.981271E+00    6.402088E+00
   61688   2   -4.215014    7.927568E-03    7.484845E-03    6.102755E+00    6.463727E+00
   61689   2   -4.224547    7.743058E-03    7.382707E-03    6.248177E+00    6.553152E+00
   61690   2   -4.233320    7.308632E-03    7.032814E-03    6.619570E+00    6.879181E+00
   61691   2   -4.241279    6.282299E-03    6.016021E-03    7.701002E+00    8.041860E+00
   61692   2   -4.248373    4.368733E-03    4.198077E-03    1.107415E+01    1.152432E+01
   61705   2   -4.248455    4.292285E-03    4.197750E-03    1.127139E+01    1.152522E+01
   61706   2   -4.241348    6.282299E-03    6.016021E-03    7.701002E+00    8.041860E+00
   61707   2   -4.233367    7.456433E-03    7.105429E-03    6.488357E+00    6.808878E+00
   61708   2   -4.224564    7.880072E-03    7.459157E-03    6.139538E+00    6.485988E+00
   61709   2   -4.214992    8.047242E-03    7.557624E-03    6.011998E+00    6.401483E+00
   61710   2   -4.204706    8.192995E-03    7.627969E-03    5.905044E+00    6.342448E+00
   61711   2   -4.193762    8.352129E-03    7.702806E-03    5.792535E+00    6.280828E+00
   61712   2   -4.182217    8.527975E-03    7.784155E-03    5.673093E+00    6.215190E+00
   61713   2   -4.170125    8.722642E-03    7.872776E-03    5.546485E+00    6.145227E+00
   61714   2   -4.157541    8.938395E-03    7.969534E-03    5.412605E+00    6.070618E+00
   61715   2   -4.144517    9.177593E-03    8.075361E-03    5.271534E+00    5.991064E+00
   61716   2   -4.131103    9.433706E-03    8.183515E-03    5.128420E+00    5.911885E+00
   61717   2   -4.117346    9.326757E-03    7.970895E-03    5.187226E+00    6.069582E+00
   61718   2   -4.103292    6.318030E-03    5.327071E-03    7.657450E+00    9.081914E+00
   61979   2   -4.106413    7.115370E-03    6.020784E-03    6.799365E+00    8.035498E+00
   61980   2   -4.120245    9.325867E-03    7.941022E-03    5.187721E+00    6.092415E+00
   61981   2   -4.133767    9.284136E-03    8.019947E-03    5.211039E+00    6.032459E+00
   61982   2   -4.146934    9.043676E-03    7.930064E-03    5.349595E+00    6.100833E+00
   61983   2   -4.159698    8.818686E-03    7.843803E-03    5.486078E+00    6.167927E+00
   61984   2   -4.172010    8.610324E-03    7.762685E-03    5.618836E+00    6.232380E+00
   61985   2   -4.183815    8.416413E-03    7.685490E-03    5.748292E+00    6.294979E+00
   61986   2   -4.195062    8.235346E-03    7.611364E-03    5.874677E+00    6.356285E+00
   61987   2   -4.205692    8.066059E-03    7.539820E-03    5.997972E+00    6.416599E+00
   61988   2   -4.215650    7.906188E-03    7.469029E-03    6.119257E+00    6.477415E+00
   61989   2   -4.224878    7.868684E-03    7.449976E-03    6.148423E+00    6.493981E+00
   61990   2   -4.233320    7.456433E-03    7.105429E-03    6.488357E+00    6.808878E+00
   61991   2   -4.240922    6.364694E-03    6.094995E-03    7.601309E+00    7.937661E+00
   61992   2   -4.247631    4.602346E-03    4.423927E-03    1.051203E+01    1.093599E+01
   62004   2   -4.247692    4.526560E-03    4.420737E-03    1.068803E+01    1.094388E+01
   62005   2   -4.240970    6.242776E-03    6.054173E-03    7.749757E+00    7.991183E+00
   62006   2   -4.233347    7.308632E-03    7.032814E-03    6.619570E+00    6.879181E+00
   62007   2   -4.224875    7.868684E-03    7.449976E-03    6.148423E+00    6.493981E+00
   62008   2   -4.215610    8.036331E-03    7.549418E-03    6.020160E+00    6.408441E+00
   62009   2   -4.205607    8.180047E-03    7.618064E-03    5.914392E+00    6.350695E+00
   62010   2   -4.194925    8.337205E-03    7.691124E-03    5.802904E+00    6.290368E+00
   62011   2   -4.183622    8.511387E-03    7.770905E-03    5.684150E+00    6.225787E+00
   62012   2   -4.171755    8.704552E-03    7.858061E-03    5.558011E+00    6.156735E+00
   62013   2   -4.159381    8.918798E-03    7.953326E-03    5.424498E+00    6.082989E+00
   62014   2   -4.146552    9.156328E-03    8.057512E-03    5.283777E+00    6.004334E+00
   62015   2   -4.133322    9.415250E-03    8.167884E-03    5.138472E+00    5.923199E+00
   62016   2   -4.119738    9.469949E-03    8.091960E-03    5.108792E+00    5.978774E+00
   62017   2   -4.105847    7.209463E-03    6.072648E-03    6.710625E+00    7.966871E+00
   62279   2   -4.108501    7.738728E-03    6.531450E-03    6.251674E+00    7.407238E+00
   62280   2   -4.122158    9.388297E-03    7.989262E-03    5.153224E+00    6.055628E+00
   62281   2   -4.135494    9.264966E-03    8.002910E-03    5.221821E+00    6.045301E+00
   62282   2   -4.148463    9.024532E-03    7.913637E-03    5.360943E+00    6.113498E+00
   62283   2   -4.161017    8.800938E-03    7.829020E-03    5.497141E+00    6.179573E+00
   62284   2   -4.173102    8.593700E-03    7.749282E-03    5.629705E+00    6.243159E+00
   62285   2   -4.184666    8.400851E-03    7.673366E-03    5.758941E+00    6.304926E+00
   62286   2   -4.195650    8.220991E-03    7.600588E-03    5.884935E+00    6.365297E+00
   62287   2   -4.205998    8.173064E-03    7.612861E-03    5.919444E+00    6.355036E+00
   62288   2   -4.215650    8.036331E-03    7.549418E-03    6.020160E+00    6.408441E+00
   62289   2   -4.224547    7.880072E-03    7.459157E-03    6.139538E+00    6.485988E+00
   62290   2   -4.232632    7.515468E-03    7.160095E-03    6.437390E+00    6.756894E+00
   62291   2   -4.239850    6.582500E-03    6.303205E-03    7.349791E+00    7.675460E+00
   62292   2   -4.246147    5.047456E-03    4.852944E-03    9.585027E+00    9.969206E+00
   62303   2   -4.246191    4.972274E-03    4.847037E-03    9.729954E+00    9.981355E+00
   62304   2   -4.239882    6.469295E-03    6.265502E-03    7.478404E+00    7.721648E+00
   62305   2   -4.232645    7.380722E-03    7.095596E-03    6.554914E+00    6.818314E+00
   62306   2   -4.224531    7.743058E-03    7.382707E-03    6.248177E+00    6.553152E+00
   62307   2   -4.215598    7.906188E-03    7.469029E-03    6.119257E+00    6.477415E+00
   62308   2   -4.205902    8.173064E-03    7.612861E-03    5.919444E+00    6.355036E+00
   62309   2   -4.195505    8.327824E-03    7.683870E-03    5.809441E+00    6.296307E+00
   62310   2   -4.184465    8.500051E-03    7.761899E-03    5.691730E+00    6.233011E+00
   62311   2   -4.172842    8.691572E-03    7.847511E-03    5.566312E+00    6.165012E+00
   62312   2   -4.160694    8.904327E-03    7.941324E-03    5.433314E+00    6.092183E+00
   62313   2   -4.148077    9.140358E-03    8.044024E-03    5.293010E+00    6.014403E+00
   62314   2   -4.135044    9.399533E-03    8.154406E-03    5.147064E+00    5.932989E+00
   62315   2   -4.121646    9.538228E-03    8.149412E-03    5.072221E+00    5.936625E+00
   62316   2   -4.107931    7.838576E-03    6.597830E-03    6.172039E+00    7.332714E+00
   62579   2   -4.110113    8.155118E-03    6.870948E-03    5.932471E+00    7.041241E+00
   62580   2   -4.123583    9.419610E-03    8.013391E-03    5.136094E+00    6.037394E+00
   62581   2   -4.136720    9.254531E-03    7.993935E-03    5.227710E+00    6.052088E+00
   62582   2   -4.149478    9.014749E-03    7.905594E-03    5.366761E+00    6.119718E+00
   62583   2   -4.161805    8.792305E-03    7.822260E-03    5.502539E+00    6.184914E+00
   62584   2   -4.173647    8.586148E-03    7.743708E-03    5.634657E+00    6.247653E+00
   62585   2   -4.184948    8.493971E-03    7.757089E-03    5.695805E+00    6.236875E+00
   62586   2   -4.195650    8.327824E-03    7.683870E-03    5.809441E+00    6.296307E+00
   62587   2   -4.205692    8.180047E-03    7.618064E-03    5.914392E+00    6.350695E+00
   62588   2   -4.215014    8.047242E-03    7.557624E-03    6.011998E+00    6.401483E+00
   62589   2   -4.223555    7.904108E-03    7.479166E-03    6.120868E+00    6.468636E+00
   62590   2   -4.231256    7.612665E-03    7.250020E-03    6.355199E+00    6.673085E+00
   62591   2   -4.238062    6.893867E-03    6.600004E-03    7.017832E+00    7.330298E+00
   62592   2   -4.243921    5.663404E-03    5.445415E-03    8.542566E+00    8.884539E+00
   62593   2   -4.248786    4.255680E-03    4.107812E-03    1.136834E+01    1.177756E+01
   62601   2   -4.248820    4.213133E-03    4.117148E-03    1.148314E+01    1.175085E+01
   62602   2   -4.243952    5.590871E-03    5.437726E-03    8.653392E+00    8.897102E+00
   62603   2   -4.238082    6.791904E-03    6.566872E-03    7.123186E+00    7.367282E+00
   62604   2   -4.231258    7.493843E-03    7.195553E-03    6.455967E+00    6.723598E+00
   62605   2   -4.223530    7.781616E-03    7.413064E-03    6.217218E+00    6.526317E+00
   62606   2   -4.214955    7.927568E-03    7.484845E-03    6.102755E+00    6.463727E+00
   62607   2   -4.205593    8.066059E-03    7.539820E-03    5.997972E+00    6.416599E+00
   62608   2   -4.195503    8.220991E-03    7.600588E-03    5.884935E+00    6.365297E+00
   62609   2   -4.184748    8.493971E-03    7.757089E-03    5.695805E+00    6.236875E+00
   62610   2   -4.173389    8.683581E-03    7.840970E-03    5.571434E+00    6.170155E+00
   62611   2   -4.161486    8.894720E-03    7.933249E-03    5.439182E+00    6.098384E+00
   62612   2   -4.149097    9.129278E-03    8.034495E-03    5.299433E+00    6.021536E+00
   62613   2   -4.136278    9.387779E-03    8.144084E-03    5.153508E+00    5.940509E+00
   62614   2   -4.123080    9.569744E-03    8.175508E-03    5.055517E+00    5.917675E+00
   62615   2   -4.109552    8.255992E-03    6.945490E-03    5.859986E+00    6.965671E+00
   62879   2   -4.111257    8.417738E-03    7.084807E-03    5.747387E+00    6.828697E+00
   62880   2   -4.124528    9.438472E-03    8.028613E-03    5.125830E+00    6.025948E+00
   62881   2   -4.137453    9.252837E-03    7.992977E-03    5.228667E+00    6.052813E+00
   62882   2   -4.149984    9.013890E-03    7.905552E-03    5.367272E+00    6.119750E+00
   62883   2   -4.162067    8.889941E-03    7.929033E-03    5.442106E+00    6.101626E+00
   62884   2   -4.173647    8.683581E-03    7.840970E-03    5.571434E+00    6.170155E+00
   62885   2   -4.184665    8.500051E-03    7.761899E-03    5.691730E+00    6.233011E+00
   62886   2   -4.195062    8.337205E-03    7.691124E-03    5.802904E+00    6.290368E+00
   62887   2   -4.204773    8.192995E-03    7.627969E-03    5.905044E+00    6.342448E+00
   62888   2   -4.213739    8.064701E-03    7.570991E-03    5.998983E+00    6.390181E+00
   62889   2   -4.221898    7.936599E-03    7.506029E-03    6.095810E+00    6.445485E+00
   62890   2   -4.229189    7.723279E-03    7.351332E-03    6.264179E+00    6.581120E+00
   62891   2   -4.235558    7.234126E-03    6.922743E-03    6.687746E+00    6.988560E+00
   62892   2   -4.240953    6.362131E-03    6.115596E-03    7.604370E+00    7.910921E+00
   62893   2   -4.245329    5.282229E-03    5.097679E-03    9.159013E+00    9.490594E+00
   62894   2   -4.248647    4.298601E-03    4.163804E-03    1.125482E+01    1.161918E+01
   62899   2   -4.248669    4.274842E-03    4.174583E-03    1.131738E+01    1.158918E+01
   62900   2   -4.245353    5.239816E-03    5.103731E-03    9.233149E+00    9.479340E+00
   62901   2   -4.240974    6.296298E-03    6.107967E-03    7.683880E+00    7.920803E+00
   62902   2   -4.235570    7.146851E-03    6.896328E-03    6.769415E+00    7.015328E+00
   62903   2   -4.229185    7.623064E-03    7.308746E-03    6.346530E+00    6.619467E+00
   62904   2   -4.221870    7.831471E-03    7.452400E-03    6.177639E+00    6.491869E+00
   62905   2   -4.213680    7.958853E-03    7.508530E-03    6.078765E+00    6.443338E+00
   62906   2   -4.204676    8.088582E-03    7.556910E-03    5.981271E+00    6.402088E+00
   62907   2   -4.194919    8.235346E-03    7.611364E-03    5.874677E+00    6.356285E+00
   62908   2   -4.184472    8.400851E-03    7.673366E-03    5.758941E+00    6.304926E+00
   62909   2   -4.173399    8.586148E-03    7.743708E-03    5.634657E+00    6.247653E+00
   62910   2   -4.161761    8.889941E-03    7.929033E-03    5.442106E+00    6.101626E+00
   62911   2   -4.149618    9.122916E-03    8.028739E-03    5.303129E+00    6.025853E+00
   62912   2   -4.137028    9.380302E-03    8.137150E-03    5.157616E+00    5.945570E+00
   62913   2   -4.124045    9.583447E-03    8.186250E-03    5.048288E+00    5.909910E+00
   62914   2   -4.110719    8.513530E-03    7.159163E-03    5.682719E+00    6.757773E+00
   63179   2   -4.111941    8.566079E-03    7.206277E-03    5.647858E+00    6.713591E+00
   63180   2   -4.124999    9.453246E-03    8.041656E-03    5.117819E+00    6.016173E+00
   63181   2   -4.137697    9.377249E-03    8.133709E-03    5.159295E+00    5.948086E+00
   63182   2   -4.149984    9.122916E-03    8.028739E-03    5.303129E+00    6.025853E+00
   63183   2   -4.161805    8.894720E-03    7.933249E-03    5.439182E+00    6.098384E+00
   63184   2   -4.173102    8.691572E-03    7.847511E-03    5.566312E+00    6.165012E+00
   63185   2   -4.183815    8.511387E-03    7.770905E-03    5.684150E+00    6.225787E+00
   63186   2   -4.193882    8.352129E-03    7.702806E-03    5.792535E+00    6.280828E+00
   63187   2   -4.203239    8.211868E-03    7.642603E-03    5.891473E+00    6.330304E+00
   63188   2   -4.211823    8.088453E-03    7.589352E-03    5.981366E+00    6.374721E+00
   63189   2   -4.219573    7.973733E-03    7.536163E-03    6.067422E+00    6.419712E+00
   63190   2   -4.226428    7.824643E-03    7.442241E-03    6.183029E+00    6.500730E+00
   63191   2   -4.232335    7.533847E-03    7.204290E-03    6.421686E+00    6.715443E+00
   63192   2   -4.237243    7.012358E-03    6.735976E-03    6.899248E+00    7.182330E+00
   63193   2   -4.241108    6.326072E-03    6.100329E-03    7.647716E+00    7.930720E+00
   63194   2   -4.243897    5.665745E-03    5.482022E-03    8.539037E+00    8.825210E+00
   63195   2   -4.245583    5.206763E-03    5.052111E-03    9.291762E+00    9.576195E+00
   63196   2   -4.246150    5.042219E-03    4.902278E-03    9.594982E+00    9.868881E+00
   63197   2   -4.245591    5.196925E-03    5.057121E-03    9.309351E+00    9.566707E+00
   63198   2   -4.243912    5.643891E-03    5.489264E-03    8.572101E+00    8.813568E+00
   63199   2   -4.241126    6.288940E-03    6.104458E-03    7.692871E+00    7.925355E+00
   63200   2   -4.237258    6.958102E-03    6.730926E-03    6.953046E+00    7.187718E+00
   63201   2   -4.232343    7.464455E-03    7.186763E-03    6.481384E+00    6.731821E+00
   63202   2   -4.226423    7.744990E-03    7.412888E-03    6.246619E+00    6.526471E+00
   63203   2   -4.219546    7.888089E-03    7.496476E-03    6.133298E+00    6.453699E+00
   63204   2   -4.211768    7.999244E-03    7.539362E-03    6.048071E+00    6.416989E+00
   63205   2   -4.203149    8.120438E-03    7.581539E-03    5.957807E+00    6.381291E+00
   63206   2   -4.193750    8.259046E-03    7.629872E-03    5.857820E+00    6.340866E+00
   63207   2   -4.183636    8.416413E-03    7.685490E-03    5.748292E+00    6.294979E+00
   63208   2   -4.172871    8.593700E-03    7.749282E-03    5.629705E+00    6.243159E+00
   63209   2   -4.161519    8.792305E-03    7.822260E-03    5.502539E+00    6.184914E+00
   63210   2   -4.149641    9.013890E-03    7.905552E-03    5.367272E+00    6.119750E+00
   63211   2   -4.137298    9.377249E-03    8.133709E-03    5.159295E+00    5.948086E+00
   63212   2   -4.124545    9.588253E-03    8.189157E-03    5.045758E+00    5.907812E+00
   63213   2   -4.111435    8.650048E-03    7.271380E-03    5.593033E+00    6.653483E+00
   63479   2   -4.112169    8.688198E-03    7.301057E-03    5.568473E+00    6.626438E+00
   63480   2   -4.124999    9.588253E-03    8.189157E-03    5.045758E+00    5.907812E+00
   63481   2   -4.137453    9.380302E-03    8.137150E-03    5.157616E+00    5.945570E+00
   63482   2   -4.149478    9.129278E-03    8.034495E-03    5.299433E+00    6.021536E+00
   63483   2   -4.161017    8.904327E-03    7.941324E-03    5.433314E+00    6.092183E+00
   63484   2   -4.172009    8.704552E-03    7.858061E-03    5.558011E+00    6.156735E+00
   63485   2   -4.182394    8.527975E-03    7.784155E-03    5.673093E+00    6.215190E+00
   63486   2   -4.192107    8.372662E-03    7.719037E-03    5.778330E+00    6.267621E+00
   63487   2   -4.201084    8.236779E-03    7.662142E-03    5.873655E+00    6.314161E+00
   63488   2   -4.209261    8.118525E-03    7.612810E-03    5.959211E+00    6.355078E+00
   63489   2   -4.216576    8.014112E-03    7.568315E-03    6.036851E+00    6.392440E+00
   63490   2   -4.222971    7.906523E-03    7.512995E-03    6.118999E+00    6.439509E+00
   63491   2   -4.228392    7.749506E-03    7.402728E-03    6.242978E+00    6.535429E+00
   63492   2   -4.232791    7.493931E-03    7.190222E-03    6.455890E+00    6.728582E+00
   63493   2   -4.236129    7.156629E-03    6.891612E-03    6.760166E+00    7.020129E+00
   63494   2   -4.238373    6.833345E-03    6.599447E-03    7.079988E+00    7.330917E+00
   63495   2   -4.239503    6.635735E-03    6.421979E-03    7.290828E+00    7.533504E+00
   63496   2   -4.239506    6.630745E-03    6.424031E-03    7.296314E+00    7.531097E+00
   63497   2   -4.238383    6.817841E-03    6.604325E-03    7.096088E+00    7.325502E+00
   63498   2   -4.236142    7.129523E-03    6.895962E-03    6.785868E+00    7.015700E+00
   63499   2   -4.232804    7.454848E-03    7.190110E-03    6.489736E+00    6.728687E+00
   63500   2   -4.228399    7.699699E-03    7.395444E-03    6.283362E+00    6.541865E+00
   63501   2   -4.222967    7.848237E-03    7.497346E-03    6.164441E+00    6.452950E+00
   63502   2   -4.216554    7.949220E-03    7.543271E-03    6.086132E+00    6.413663E+00
   63503   2   -4.209214    8.048093E-03    7.576790E-03    6.011362E+00    6.385290E+00
   63504   2   -4.201005    8.161247E-03    7.613378E-03    5.928016E+00    6.354604E+00
   63505   2   -4.191990    8.291868E-03    7.655914E-03    5.834632E+00    6.319298E+00
   63506   2   -4.182234    8.441138E-03    7.705355E-03    5.731455E+00    6.278750E+00
   63507   2   -4.171801    8.610324E-03    7.762685E-03    5.618836E+00    6.232380E+00
   63508   2   -4.160757    8.800938E-03    7.829020E-03    5.497141E+00    6.179573E+00
   63509   2   -4.149165    9.014749E-03    7.905594E-03    5.366761E+00    6.119718E+00
   63510   2   -4.137087    9.252837E-03    7.992977E-03    5.228667E+00    6.052813E+00
   63511   2   -4.124581    9.453246E-03    8.041656E-03    5.117819E+00    6.016173E+00
   63512   2   -4.111702    8.688198E-03    7.301057E-03    5.568473E+00    6.626438E+00
   63779   2   -4.111941    8.650048E-03    7.271380E-03    5.593033E+00    6.653483E+00
   63780   2   -4.124528    9.583447E-03    8.186250E-03    5.048288E+00    5.909910E+00
   63781   2   -4.136720    9.387779E-03    8.144084E-03    5.153508E+00    5.940509E+00
   63782   2   -4.148463    9.140358E-03    8.044024E-03    5.293010E+00    6.014403E+00
   63783   2   -4.159698    8.918798E-03    7.953326E-03    5.424498E+00    6.082989E+00
   63784   2   -4.170364    8.722642E-03    7.872776E-03    5.546485E+00    6.145227E+00
   63785   2   -4.180396    8.550007E-03    7.801878E-03    5.658475E+00    6.201071E+00
   63786   2   -4.189731    8.399044E-03    7.740099E-03    5.760179E+00    6.250566E+00
   63787   2   -4.198302    8.268000E-03    7.686900E-03    5.851476E+00    6.293824E+00
   63788   2   -4.206046    8.155238E-03    7.641727E-03    5.932383E+00    6.331030E+00
   63789   2   -4.212903    8.058768E-03    7.603530E-03    6.003399E+00    6.362834E+00
   63790   2   -4.218814    7.973182E-03    7.567795E-03    6.067841E+00    6.392880E+00
   63791   2   -4.223728    7.884169E-03    7.521223E-03    6.136347E+00    6.432464E+00
   63792   2   -4.227601    7.774516E-03    7.447480E-03    6.222896E+00    6.496157E+00
   63793   2   -4.230396    7.648056E-03    7.350286E-03    6.325791E+00    6.582057E+00
   63794   2   -4.232085    7.540378E-03    7.263838E-03    6.416124E+00    6.660391E+00
   63795   2   -4.232653    7.495533E-03    7.230337E-03    6.454511E+00    6.691251E+00
   63796   2   -4.232092    7.532792E-03    7.267778E-03    6.422585E+00    6.656780E+00
   63797   2   -4.230407    7.632687E-03    7.356497E-03    6.338528E+00    6.576500E+00
   63798   2   -4.227613    7.751343E-03    7.453370E-03    6.241499E+00    6.491023E+00
   63799   2   -4.223738    7.853608E-03    7.524154E-03    6.160226E+00    6.429959E+00
   63800   2   -4.218815    7.935839E-03    7.565304E-03    6.096394E+00    6.394984E+00
   63801   2   -4.212889    8.014992E-03    7.593041E-03    6.036188E+00    6.371624E+00
   63802   2   -4.206011    8.104947E-03    7.620473E-03    5.969194E+00    6.348687E+00
   63803   2   -4.198239    8.210649E-03    7.652142E-03    5.892348E+00    6.322413E+00
   63804   2   -4.189633    8.333602E-03    7.689314E-03    5.805413E+00    6.291848E+00
   63805   2   -4.180259    8.474971E-03    7.732915E-03    5.708574E+00    6.256373E+00
   63806   2   -4.170182    8.636125E-03    7.784007E-03    5.602049E+00    6.215308E+00
   63807   2   -4.159469    8.818686E-03    7.843803E-03    5.486078E+00    6.167927E+00
   63808   2   -4.148185    9.024532E-03    7.913637E-03    5.360943E+00    6.113498E+00
   63809   2   -4.136392    9.254531E-03    7.993935E-03    5.227710E+00    6.052088E+00
   63810   2   -4.124152    9.438472E-03    8.028613E-03    5.125830E+00    6.025948E+00
   63811   2   -4.111520    8.566079E-03    7.206277E-03    5.647858E+00    6.713591E+00
   64079   2   -4.111257    8.513530E-03    7.159163E-03    5.682719E+00    6.757773E+00
   64080   2   -4.123582    9.569744E-03    8.175508E-03    5.055517E+00    5.917675E+00
   64081   2   -4.135494    9.399533E-03    8.154406E-03    5.147064E+00    5.932989E+00
   64082   2   -4.146934    9.156328E-03    8.057512E-03    5.283777E+00    6.004334E+00
   64083   2   -4.157843    8.938395E-03    7.969534E-03    5.412605E+00    6.070618E+00
   64084   2   -4.168158    8.746172E-03    7.892004E-03    5.531563E+00    6.130256E+00
   64085   2   -4.177813    8.577861E-03    7.824467E-03    5.640100E+00    6.183168E+00
   64086   2   -4.186744    8.431688E-03    7.766414E-03    5.737878E+00    6.229387E+00
   64087   2   -4.194885    8.305958E-03    7.717306E-03    5.824734E+00    6.269027E+00
   64088   2   -4.202174    8.199102E-03    7.676592E-03    5.900646E+00    6.302276E+00
   64089   2   -4.208549    8.109631E-03    7.643639E-03    5.965746E+00    6.329446E+00
   64090   2   -4.213956    8.035627E-03    7.617218E-03    6.020688E+00    6.351400E+00
   64091   2   -4.218346    7.973660E-03    7.594436E-03    6.067477E+00    6.370453E+00
   64092   2   -4.221677    7.919842E-03    7.571733E-03    6.108708E+00    6.389554E+00
   64093   2   -4.223919    7.875071E-03    7.549916E-03    6.143437E+00    6.408018E+00
   64094   2   -4.225047    7.847509E-03    7.536555E-03    6.165013E+00    6.419378E+00
   64095   2   -4.225050    7.845727E-03    7.539416E-03    6.166414E+00    6.416943E+00
   64096   2   -4.223928    7.869648E-03    7.557824E-03    6.147670E+00    6.401313E+00
   64097   2   -4.221690    7.910589E-03    7.582856E-03    6.115853E+00    6.380182E+00
   64098   2   -4.218358    7.960303E-03    7.606165E-03    6.077658E+00    6.360630E+00
   64099   2   -4.213963    8.017723E-03    7.626442E-03    6.034132E+00    6.343718E+00
   64100   2   -4.208545    8.086432E-03    7.646886E-03    5.982861E+00    6.326759E+00
   64101   2   -4.202153    8.169468E-03    7.670193E-03    5.922050E+00    6.307534E+00
   64102   2   -4.194841    8.268321E-03    7.697598E-03    5.851248E+00    6.285077E+00
   64103   2   -4.186670    8.384055E-03    7.729937E-03    5.770477E+00    6.258783E+00
   64104   2   -4.177703    8.517874E-03    7.768150E-03    5.679821E+00    6.227995E+00
   64105   2   -4.168008    8.671227E-03    7.813359E-03    5.579372E+00    6.191960E+00
   64106   2   -4.157649    8.845835E-03    7.866856E-03    5.469241E+00    6.149852E+00
   64107   2   -4.146695    9.043676E-03    7.930064E-03    5.349595E+00    6.100833E+00
   64108   2   -4.135209    9.264966E-03    8.002910E-03    5.221821E+00    6.045301E+00
   64109   2   -4.123253    9.419610E-03    8.013391E-03    5.136094E+00    6.037394E+00
   64110   2   -4.110886    8.417738E-03    7.084807E-03    5.747387E+00    6.828697E+00
   64379   2   -4.110113    8.255992E-03    6.945490E-03    5.859986E+00    6.965671E+00
   64380   2   -4.122158    9.538228E-03    8.149412E-03    5.072221E+00    5.936625E+00
   64381   2   -4.133767    9.415250E-03    8.167884E-03    5.138472E+00    5.923199E+00
   64382   2   -4.144883    9.177593E-03    8.075361E-03    5.271534E+00    5.991064E+00
   64383   2   -4.155443    8.963603E-03    7.990423E-03    5.397383E+00    6.054748E+00
   64384   2   -4.165382    8.775674E-03    7.916263E-03    5.512967E+00    6.111470E+00
   64385   2   -4.174637    8.612102E-03    7.852466E-03    5.617676E+00    6.161122E+00
   64386   2   -4.183140    8.471172E-03    7.798524E-03    5.711134E+00    6.203738E+00
   64387   2   -4.190827    8.351231E-03    7.753875E-03    5.793158E+00    6.239461E+00
   64388   2   -4.197637    8.250727E-03    7.717915E-03    5.863725E+00    6.268533E+00
   64389   2   -4.203510    8.168256E-03    7.690005E-03    5.922929E+00    6.291283E+00
   64390   2   -4.208395    8.102530E-03    7.669426E-03    5.970974E+00    6.308165E+00
   64391   2   -4.212247    8.052281E-03    7.655254E-03    6.008235E+00    6.319843E+00
   64392   2   -4.215026    8.016413E-03    7.646495E-03    6.035119E+00    6.327082E+00
   64393   2   -4.216708    7.994616E-03    7.642689E-03    6.051573E+00    6.330233E+00
   64394   2   -4.217273    7.987481E-03    7.644046E-03    6.056978E+00    6.329109E+00
   64395   2   -4.216715    7.995358E-03    7.650437E-03    6.051011E+00    6.323822E+00
   64396   2   -4.215040    8.017523E-03    7.660687E-03    6.034283E+00    6.315361E+00
   64397   2   -4.212263    8.053000E-03    7.673444E-03    6.007699E+00    6.304861E+00
   64398   2   -4.208411    8.101683E-03    7.688277E-03    5.971599E+00    6.292697E+00
   64399   2   -4.203519    8.164214E-03    7.705542E-03    5.925861E+00    6.278598E+00
   64400   2   -4.197632    8.241382E-03    7.725780E-03    5.870374E+00    6.262151E+00
   64401   2   -4.190804    8.334006E-03    7.749581E-03    5.805131E+00    6.242918E+00
   64402   2   -4.183091    8.443073E-03    7.777692E-03    5.730141E+00    6.220354E+00
   64403   2   -4.174557    8.569824E-03    7.811071E-03    5.645390E+00    6.193773E+00
   64404   2   -4.165267    8.715764E-03    7.850876E-03    5.550861E+00    6.162370E+00
   64405   2   -4.155287    8.882685E-03    7.898451E-03    5.446552E+00    6.125252E+00
   64406   2   -4.144686    9.072634E-03    7.955278E-03    5.332520E+00    6.081497E+00
   64407   2   -4.133528    9.284136E-03    8.019947E-03    5.211039E+00    6.032459E+00
   64408   2   -4.121877    9.388297E-03    7.989262E-03    5.153224E+00    6.055628E+00
   64409   2   -4.109794    8.155118E-03    6.870948E-03    5.932471E+00    7.041241E+00
   64679   2   -4.108501    7.838576E-03    6.597830E-03    6.172039E+00    7.332714E+00
   64680   2   -4.120245    9.469949E-03    8.091960E-03    5.108792E+00    5.978774E+00
   64681   2   -4.131532    9.433706E-03    8.183515E-03    5.128420E+00    5.911885E+00
   64682   2   -4.142300    9.204753E-03    8.098139E-03    5.255980E+00    5.974212E+00
   64683   2   -4.152487    8.995111E-03    8.016643E-03    5.378477E+00    6.034945E+00
   64684   2   -4.162028    8.811866E-03    7.946220E-03    5.490324E+00    6.088429E+00
   64685   2   -4.170857    8.653466E-03    7.886540E-03    5.590823E+00    6.134502E+00
   64686   2   -4.178909    8.518238E-03    7.837070E-03    5.679578E+00    6.173225E+00
   64687   2   -4.186121    8.404537E-03    7.797184E-03    5.756414E+00    6.204804E+00
   64688   2   -4.192432    8.310819E-03    7.766194E-03    5.821328E+00    6.229564E+00
   64689   2   -4.197786    8.235667E-03    7.743351E-03    5.874448E+00    6.247941E+00
   64690   2   -4.202135    8.177821E-03    7.727849E-03    5.916001E+00    6.260475E+00
